Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,job_state,head_state,same_state,age (2020),python_yn,java_yn,aws_yn,api_yn,job_simple,seniority,desc_len,Company
Senior Software Engineer - EireneRx,$60K-$100K(Employer est.),"Tabula Rasa Healthcare– TRHC is a family of companies that leverages technology to improve healthcare. TRHC works with providers and insurers to identify multi-drug interactions and to reduce risk of medication-related problems. We have developed the first multi-drug interaction tool that identifies risk across a variety of safety factors and presents meaningful opportunities to mitigate that risk. This technology can be used to assess safety at the individual patient-level or to stratify medication risk at the population-level, and can be embedded within any EMR or other healthcare IT system.

A Tabula Rasa Healthcare Co., CareKinesis, is looking for a talented and experienced Senior Software Engineer to contribute to our cloud-based medication decision-support and e-prescribing platform team, EireneRx.

EireneRx is the source of patient demographics and medication information between Nurses, Prescribers, Technicians, and Pharmacists. From on demand and automated messaging, to medication entry & e-prescribing with clinical analysis and recommendations, to detailed and high level reporting across the board - EireneRx is the all in one place for clinical interactions between our clients and our pharmacy. EireneRx primarily serves the Program for All-inclusive Care of the Elderly (PACE), and has been reducing healthcare costs and improving patients' lives since 2010.

The candidate selected for this role will work together with a Scrum team to take requirements through the development lifecycle and transform into high quality, valuable deliverables. As a Senior Software Engineer, he or she will take a paramount role in cultivating technical guidance, architecture, best practices as well as assisting the team and growth through mentorship.

Location: Mount Pleasant, SC

RESPONSIBILITIES:
Work in an agile environment developing on both full-stack Javascript applications / services as well as a Ruby on Rails Core application in our EireneRx Platform. (Node.js, Angular.js, React.js, Ruby, Rails preferably on a UNIX or Linux platform)
Participation and ownership in all stages of development process: requirements, design, implementation, testing, deployment, and support.
Passionate about knowledge sharing and has the skills to help develop and advance the team through mentorship.
Perform challenging work in designing, writing, editing, modifying, and debugging software applications and services.
Self-motivated with the ability to design and write high-performance, reliable, and maintainable code.
Learn new technologies and resolve challenges involved with integrating them with our infrastructure.
Update and modify systems to improve efficiency.
Work closely with Product Team in evaluating current systems and making decisions on future development.
Developing, testing and documenting RESTful APIs; with event-driven design patterns utilizing message queues; with SQL and/or NoSQL data stores; with designing, developing and deploying distributed systems.
Comfortable with large projects in source control (git), continuous integration (Jenkins) and writing unit tests and integration tests.
Design, develop and implement solutions around both a micro-service and monolithic architectures.
REQUIREMENTS:

Education:
Bachelor's degree in Computer Science, similar technical field of study, or related practical experience.
M.S. in Computer Science or similar technical field of study(preferred)
Experience:
8+ of professional software development experience.
Expertise in two or more general purpose programming languages.
Experience in Healthcare Technology (preferred)
Qualifications:
Ideal candidates must be innovative, creative, flexible and be passionate about building quality software.
Ability to architect, design, develop and implement solutions around a micro-service and monolithic architectures.
Highly skilled in written and verbal communication.
Has exceptional initiative and follow-through on projects with minimal supervision or guidance.
Passionate about knowledge sharing and has the skills to help develop and advance the team through mentorship.
Establishes and maintains effective working relationships with clients, end-users, and team members.
Experience using platform provided tools preferred (Docker, Cloud Foundry, AWS, NewRelic, Sentry).
Knowledge of e-prescribing standards certifications a plus. (Meaningful Use, FHIR)
Familiarity with ontologies such as SNOMED, RxNorm, LOINC, ICD-10, NDC a plus.
WORK ENVIRONMENT:
Fast paced environment.
Collaboration across remote sites within the company.
New office located on Shem Creek.
Flexibility to work remote when warranted.
Office health and wellness initiatives, for those interested. (on-site private shower)
Celebrating success!",4.4,"CareKinesis
","Mount Pleasant, SC","Moorestown, NJ",201 to 500 employees,2009,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),0,60,100,80.0, SC, NJ,0,11,0,1,1,1,software,senior,4750,CareKinesis
Software Engineer (Defense/Intel),$60K-$100K(Employer est.),"Overview


We are actively recruiting for this position.

As the situation surrounding the coronavirus disease 2019 (COVID-19) continues to evolve, Esri is supporting our users and the community at large with software, services, and materials that are helping people understand, manage, and communicate the impact of the outbreak. Visit our COVID-19 Maps, Resources, and Insights page to see some of the things we are doing.

Use your JavaScript expertise to develop visualization software to understand data when proximity and location matter. Your work will help developer communities reimagine the capabilities of location-aware software applications that enable real-world improvements in governments and organizations.

You will be part of a team that influences lasting contributions for communities with the web and mobile applications you create.

Requirements
Two or more years of front end development experience with a fluency and passion for JavaScript
Proficiency with additional front end development technologies such as HTML5, CSS3, Node.JS, etc.
An entrepreneurial awareness of how technology enables excellence within governments and organizations--you need to be interested in why we are developing software, not just how we develop software
Excellent verbal and written communication skills
Proven ability to present to both technical and non-technical audiences
Understand the importance of software development methodologies (Agile, Scrum, Waterfall, RAD, RUP) and software design techniques (UML, entity relationship diagramming, use cases, data flow diagramming); know how they impact the quality of your design process, team collaboration, and work product
Working knowledge of databases such as MongoDB, Oracle, SQL Server, PostgreSQL
Object oriented design skills
US citizenship and ability and willingness to obtain a security clearance
Bachelor’s or master’s in computer science, computer engineering, or mathematics
The Company


Our passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address.",3.6,"Esri
","Fort Meade, MD","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,60,100,80.0, MD, CA,0,51,0,1,0,0,software,na,3202,Esri
Senior Software Engineer - Autonomous Behaviors & Path Planning,$60K-$100K(Employer est.),"At Torc, we have always believed that autonomous vehicle technology will transform how we travel, ship goods, and do business.

A leader in autonomous driving since 2007, Torc has spent over a decade commercializing their autonomous solutions with experienced partners. Now a part of the Daimler family, we are developing automated trucks to transform transportation.

Join us and take your career to new heights with a company that helped pioneer autonomous technology. You'll work with an experienced team of people who are committed to creating safer roads, and your contributions will have an impact on the future of transportation.

About the Role:

We are looking for a software engineer to help build the high-level decision-making systems for our automated vehicles.

As a member of the Behaviors team, you'll help build solutions to improve how our vehicles behave in various driving situations. We'll rely on you to help develop the next generation algorithms while working closely with a team of passionate engineers.

Responsibilities
Enhance motion control and path planning algorithms for next generation autonomous driving
Develop high-level decision structures to manage the goals and regulations of autonomous driving
Benchmark and test performance of algorithms on Torc's automated vehicles
Add new capabilities for both on-road and off-road driving
Take on tasks as requested, following through to completion despite roadblocks or distractions.
Required Competencies
Bachelor's Degree in Computer Engineering, Mechanical Engineering, Robotics, or related technical field
5+ years of relevant industry experience in motion control or automated vehicle development
Strong C++ programming skills
Strong problem-solving skills ability to troubleshoot complex software and systems to identify the root cause of the issue
Experience with graph theory and search algorithms
Experience with vehicle kinematics/dynamics
ROS (Robot Operating System) experience
Strong software architecture OOD foundation
Safety critical software development
Desired Competencies
Experience with various digital filtering algorithms
Exposure to Bayesian statistics/estimation methods
Experience with control loop design and tuning
Cross platform development including OS (Windows/Linux) and hardware (x86/ARM)
Unit testing and continuous integration
GPU processing optimization
Perks of being a Torc'r

Torc cares about our team members and we strive to provide benefits and resources to support their health, work/life balance, and their future. Additionally, we are always open to suggestions to accommodate individual employee needs. Torc offers:
Full coverage of monthly medical premiums for full-time employees
Medical/dental/vision/ AD+D and Life Insurance
401K plan with employer matching
Annual learning and development stipend
Leadership development training
Collaborative, energetic, and team-focused work environment
Flexibility in schedule and generous paid vacation",4.7,"Torc Robotics
","Blacksburg, VA","Blacksburg, VA",51 to 200 employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,60,100,80.0, VA, VA,1,15,0,0,0,0,software,senior,2970,Torc Robotics
"Software Engineer (Golang, Python and AWS)",$60K-$100K(Employer est.),"West Creek 4 (12074), United States of America, Richmond, Virginia

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Software Engineer (Golang, Python and AWS)
Capital Ones IAM Cloud Engineering team is hiring and were looking for talented full stack software engineers with a passion for object oriented programming, cloud and micro service architecture, and a passion for making great software!

Our Software Engineers for this team work in a You Build, You Own (YBYO) full stack environment supporting an exciting and innovative tech stack composed of: Python, Golang, REST APIs, IAM, Lambda, Step Functions, DynamoDB, Jenkins, Docker, and AWS.

For this role, we are looking for a Full Stack Software Engineer with an interest in learning those technologies and diving right into the development with our engineering team.

In this role you will:
Write code to deliver elegant and scalable solutions (in Python and Golang to name a few)
Support a YBYO environment with production support and on-call rotation activities
Demand quality (developing in a test driven manner with automation in mind)
Collaborate (partnering well with a diverse and passionate team)
Learn (adapting quickly to an evolving market and emerging trends)
Work with product owners to understand desired application capabilities and testing scenarios
Continuously improve software engineering practices
Work within and across Agile teams to design, develop, test, implement, and support technical solutions across a full stack of development tools and technologies
Lead the craftsmanship, availability, resilience, and scalability of your solutions
Bring a passion to stay on top of tech trends, experiment with and learn new technologies, participate in internal & external technology communities, and mentor other members of the engineering community
Encourage innovation, implementation of emerging technologies, inclusion, outside-of-the-box thinking, teamwork, self-organization, and diversity
Basic Qualifications:
Bachelors Degree
At least 3 years of experience in Python or object-oriented programming
At least 3 years of experience with Jenkins, Maven, or Artifactory
At least 1 year of experience in Golang
At least 2 years of experience with Unix or Shell scripting
At least 2 years of experience working with AWS in an Agile environment
Preferred Qualifications:
Masters Degree
5+ years of experience in Python or object oriented programming
5+ year of experience with DevOps tools such as Jenkins, Maven, or Artifactory
3+ year of experience in Golang
5+ years of experience in Agile practices
5+ years of experience with Unix or Shell scripting
5+ year of experience in an AWS cloud environment

At this time, Capital One will not sponsor a new applicant for employment authorization for this position.",3.8,"Capital One
","Richmond, VA","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),3,60,100,80.0, VA, VA,1,26,1,0,1,1,software,na,3646,Capital One
Software Development Engineer IV,$60K-$100K(Employer est.),"About our Business:
For every individual and family, two of their biggest life purchasing decisions involve buying a car and a house. We are the company working behind the scene with our clients to create industry leading technology that ensures the experience is secure and easy for consumers. Each year, we are proud to help millions of people realize their ownership dreams. Our clients, who are Blue chip lenders and high-growth brand name disruptors trust us to help them address and anticipate the ever evolving lending landscape. Over the years, we earned the industry’s choice for scalable performance and innovative technology that connects lenders with the people that they serve.
This is one of the most exciting times to join our team because of a recent joint venture agreement between our previous parent company Fiserv and private equity firm Warburg Pincus. With this agreement, we are backed by both the legacy of a Fortune 500 company that has been voted one of the World’s Most Admired Companies and the growth expertise of a leading investment group.
About the Role:
Sagent Lending Technologies is seeking a Software Development Engineer. The team is building our next-generation loan originations and servicing systems. The systems will be used by lenders and servicers in the consumer and mortgage lending markets in the United States. As an agile developer, you will be working on a delivery team using modern technologies, tools and frameworks to develop advanced, enterprise business components that can run on Microsoft platforms.
Essential Job Responsibilities:
• Collaborate with analysts and clients to understand requirements and demonstrate progress
• Work on an agile team to help plan, implement and support enterprise web applications
• Design, develop and test new system capabilities, including: web UI and related AJAX REST API
• Perform unit and integration testing to ensure application quality
• Troubleshoot and resolve software bugs and deployment issues
• Work with others to fine tune application performance
• Continuously enhance skills by learning and applying relevant technologies and patterns
Requirements:
• Bachelor’s degree in Computer Science or equivalent education in a related discipline is required.
Job Related Experience:
• Minimum of 5-10 years’ experience in fast-paced software industry with an in-depth understanding web application development.
• Agile development methodology
Additional Skills/Knowledge:
• Experience with the ASP.NET MVC stack
• Experience with JavaScript, jQuery and AJAX
• Experience with Angular and ReactJS
• Experience with HTML5, CSS3 and responsive UI design.
• Experience with container development with Docker
• Experience with Azure or other cloud platforms
• Extensive experience with full-lifecycle development (i.e. design, coding, testing, debugging, etc.).
• Experience with distributed systems, C#, ASP.NET, REST and SQL programming.
• Experience developing or working with web services (REST and Web API preferred)
• Experience with test driven development (TDD), dependency injection (DI) and mocking frameworks.",2.3,"Sagent Lending Technologies
","Tallahassee, FL","King of Prussia, PA",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,60,100,80.0, FL, PA,0,-1,0,1,0,1,software,na,3114,Sagent Lending Technologies
Software Engineer,$115K-$129K (Glassdoor est.),"Join a growing, venture-funded startup! You'll be developing core components of our litigation infrastructure, an online platform for lawyers to review, analyze, and collaborate on millions of documents.

Tackling litigation with technology is a surprisingly deep challenge, and it requires in-depth computer science, including machine learning, data visualization, search, distributed systems, databases, real-time collaboration, nifty user interfaces, and more.

We're looking for full-stack generalists. We value great CS fundamentals and humility, over experience with any particular platform, technology, or specialization. If you happen to have a specialty, we'll put that to use -- but we won't restrict you to that area.

We care a lot about finding the best engineers, writing correct software, using the right tools for the job, and avoiding dogma. As a result we've been able to build quite a bit of sophisticated technology with a small, talented team. It's the kind of culture where you'll own serious features, write great code, learn a huge amount, and have a lot of fun.

We code primarily in Java, TypeScript and Python.

Qualifications
Experience with a compiled language, such as C, C++, or Java
Good knowledge of algorithms and fundamental computer science concepts
A love of building systems
An eye for aesthetics and user experience
An eagerness to learn new technologies
Authorization to work in the United States; please note that at this time, Everlaw is not sponsoring visas for any positions.
Pluses
BS or MS in Computer Science, or equivalent coursework
Scripting language experience (Python, Perl, Ruby, etc.)
UNIX-itude
Good writing and communication skills
Benefits
Competitive salary
Substantial equity
401k with company matching
Health, dental, and vision
Flexible Spending Accounts for health and dependent care expenses
Paid parental leave and sick leave
Seventeen paid vacation days plus ten bankable federal holidays
Annual allocation for Learning & Development opportunities and applicable professional membership dues
Company-sponsored life and disability insurance
Perks
Work in Downtown Oakland, just steps from the BART line and dozens of restaurants
Bond over team lunches and out-of-the-box events
Voted one of ""San Francisco Bay Area's Best and Brightest Companies"" and one of ""Inc Magazine's Best Workplaces""


About Everlaw

We help law firms, government agencies, and corporations sift through millions of documents of evidence in big lawsuits and investigations to find the proverbial smoking gun (or needle in the haystack -- pick your metaphor). It's a multi-billion dollar space typically dominated by service-oriented vendors, and we're coming at it with cutting-edge technology and elegant design. It's working, and we've been growing very rapidly: we host scores of terabytes of data and work with all 50 state Attorneys General and hundreds of law firms on some of the most high-profile cases litigated today.

If you’re looking for an open, democratic company culture that values passion, integrity, and a desire to learn, we want to hear from you.

Everlaw is an equal opportunity employer. We pride ourselves on having a diverse workforce and we do not discriminate against any employee or applicant because of race, creed, color, religion, gender, sexual orientation, gender identity/expression, national origin, disability, age, genetic information, veteran status, marital status, pregnancy or related condition, or any other basis protected by law. We respect the gender, gender identity and gender expression of our applicants and employees, and we honor requests for preferred pronouns. It is our policy to comply with all applicable national, state and local laws pertaining to nondiscrimination and equal opportunity.",4.6,"Everlaw
","Oakland, CA","Oakland, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,115,129,122.0, CA, CA,1,10,1,1,1,1,software,na,3784,Everlaw
Software Engineer,$115K-$129K (Glassdoor est.),"*Organization and Job ID**
Job ID: 310308

Directorate: National Security Directorate

Division: Computing and Analytics

Group: Visual Analytics
*Job Description**
Like building web apps, creative user interfaces and interactive data visualizations using modern web libraries? How about implementing and optimizing the back-end services to be scalable and highly performant? We are looking for talented software engineers who enjoy working on teams developing Full Stack applications. You may do front-end, you may do back-end, you may do both!

We are the Visual Analytics group; we make sense out of data through human computer interaction, data wrangling and interactive visualizations. Have you ever wanted to see the distribution of car dealerships in your area that offer the best deals? Perhaps you want to know which news sources present the least bias in their work. Do you know the optimal layout of a regional power grid? Or even your home sprinkler system? Data analysis and visualization is how we help people answer those kinds of questions. Do you think in pictures? Do you try to find interesting ways to render data you encounter? We want to talk to you.

WHAT YOULL DO:

+ If you're a Front-end developer, you'll work in tandem with our talented User Experience team to develop novel web-bases User Interfaces using modern JavaScript libraries and frameworks

+ If you're a Back-end developer, you'll design and implement back-end services in Node.js, Java or .NET connecting to various data sources and other analytic services in support of those User Interfaces

+ If you're a Front-end developer, Back-end developer, Full-stack developer, or anywhere in between, you'll:

+ Interact with complex datasets from a variety of domains: energy generation and distribution, molecular structures, open-source information, biochemical technologies, medical applications, CybserSecurity

+ Develop unit and integration test cases across multiple tiers of the application

+ Work closely with researchers, sponsors, teammates and subject matter experts to rapidly build, test, and deploy new capabilities

TASKS YOU MIGHT WORK ON:

+ Independently implementing a reusable graph visualization using D3 to visualize power grid connectivity across the United States

+ Contributing multiple modules to a React application that visualizes different dimensions of a CybserSecurity dataset

+ Implementing an algorithm published in a journal for free-text analysis

+ Optimizing a suite of REST services to improve scalability and reliability for deployment in a semi-production environment

WHY WE SHOULD TALK:

+ You want to work in a lively environment full of scientists, engineers, and subject matter experts who love learning and thinking creatively

+ You want to have impact on people's lives and national security problems

+ You want to work in an environment where diversity and equality are highly valued

+ You want to build novel solutions to complex problems

+ You are independent in your every-day work, and self-directed in your career goals

WHAT ARE WE LOOKING FOR:

+ If you're a Front-end developer, experience working with relevant technologies like React, D3, Leaflet, SCSS, Javascript, and Typescript

+ If you're a Back-end developer, experience working with REST services in Node.js, Java, or .NET. Experience with relational databases, NoSQL data stores, or cloud services is a plus

+ Security clearance from the United States government or ability to be approved for one
*The hiring level will be determined based on the education, experience and skill set of the successful candidate based on the following:**
*Level I** : Applies basic S&E theories to well defined tasks with minimal oversight. Working locally as an individual contributor. Receives instruction on required tasks and reports results on time and on budget, while working under guidance from experienced staff. Work is conducted with a high standard of quality, safety, and security. Contributes to technical products such as: Topical Reports, Peer-reviewed Publications, patents/intellectual property, Software/Data Artifacts, Hardware/Materials/ Electronics Artifacts
*Level II** : Leads specific tasks of the project to meet scope, schedule and budget. Expected to contribute professionally, building a professional reputation for technical expertise. Fully applying and interpreting standard theories, principles, methods, tools and technologies. Contributes technical content to proposals and develops business through excellent project performance.
*Minimum Qualifications**
+ BS/BA with 0-1 years of experience or MS/MA with 0-1 years of experience
*Preferred Qualifications**
+ BS/BA with 2 years of experience, preferably Computer Science-related degree

+ MS/MA with 0 years of experience, preferably Computer Science-related degree

+ PhD with 0 years of experience, preferably Computer Science-related degree
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
This position requires the ability to obtain and maintain a federal security clearance.

Requirements:
U.S. Citizenship
Background Investigation: Applicants selected will be subject to a Federal background investigation and must meet eligibility requirements for access to classified matter in accordance 10 CFR 710, Appendix B.
Drug Testing: All Security Clearance (L or Q) positions will be considered by the Department of Energy to be Testing Designated Positions which means that they are subject to applicant, random, and for cause drug testing. In addition, applicants must be able to demonstrate non-use of illegal drugs, including marijuana, for the 12 consecutive months preceding completion of the requisite Questionnaire for National Security Positions (QNSP).
Note: Applicants will be considered ineligible for security clearance processing by the U.S. Department of Energy until non-use of illegal drugs, including marijuana, for 12 consecutive months can be demonstrated.

_Directorate:_ _National Security_

_Job Category:_ _Engineering/Engineering Techs_

_Group:_ _Visual Analytics_

_Opening Date:_ _2020-01-13_

_Closing Date:_ _2020-06-03_",3.8,"PNNL
","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,115,129,122.0, WA, WA,1,55,0,1,0,1,software,na,7057,PNNL
Controls / Electrical Engineer,$115K-$129K (Glassdoor est.),"Job Description

Plant Name: Garland

Requisition ID:004613--Plant

Mauser Packaging Solutions is a global leader in solutions and services across the packaging lifecycle, providing large and small metal, plastic, fiber and hybrid packaging worldwide to companies in industries from food, beverage, personal care and pharmaceuticals to chemicals, petrochemicals, agrochemicals and paints. Bringing together the very best of its four legacy companies— BWAY, MAUSER Group, NCG and ICS—Mauser Packaging Solutions offers its customers true sustainability at scale.

Position Summary:

The Controls/Electrical Engineer position is accountable for the planning, development, design, and maintenance of control systems in the facility as assigned. Specific accountabilities include: evaluating manufacturing processes to improve product quality, process efficiencies and machine reliability; failure analyses; developing new control systems and modifying existing systems; leading project activities in the areas of controls/electrical design and equipment integration.

Essential Duties and Responsibilities:
Monitor and improve machine process, develop work instructions and train employees
Participate in implementing safety improvements
Design, program, analyze and repair electrical drives and control units including configuring PLC motor controls and electrical protection
Provide technical expertise in troubleshooting Programmable Electronic Systems
Participate in projects that support in reducing downtime and scrap
Organize, plan and commission new or modified production lines
Modify control system logic and industrial machinery to optimize equipment performance and control
Investigate operational problems affecting production in a systematic and methodical manner
Work with the Maintenance team to improve the skill level of the electricians
Works with maintenance department to ensure preventative and predictive maintenance compliance
Programs software to configure and/or make modifications to automated systems and process control systems, which will include maintaining a backup library of robotic, PLC and other instrumentation software",2.6,"Mauser Packaging Solutions
","Garland, TX","Oak Brook, IL",10000+ employees,1929,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),3,115,129,122.0, TX, IL,0,91,0,0,0,0,others,na,2152,Mauser Packaging Solutions
DevOps Engineer,$115K-$129K (Glassdoor est.),"DevOps Engineer

Job Details
Level
Experienced
Job Location
Jacksonville Deerwood Park - Jacksonville, FL
Position Type
Full Time
Education Level
4 Year Degree
Travel Percentage
Negligible
Job Shift
Day
Job Category
Information Technology
Description
The DevOps Engineer is responsible for the design and implementation of product or system solution builds, deployments, and configuration activities. Other responsibilities include working with business partners to gather requirements, prototyping, architecting, implementing/updating solutions, building and executing test plans, performing quality reviews, and triaging and fixing issues.

In this role, the DevOps Engineer must be able to adjust to constant business change; common types of changes include new requirements, evolving goals and strategies, and emerging technologies. This position interacts, develops, engineers, and communicates collaboratively at the highest technical levels with clients, vendors, partners, and all levels of staff. Responsibilities include:
Code, test, debug, and implement web sites, web services, APIs, and custom components utilizing C# in the .Net Framework >= 4.0
Actively participate in all phases of the software development life-cycle, including research, prototyping, detailed design, development, technical documentation, and defect fixing
Contribute to the technical design and implementation of system deployment automation and configuration management tools
Perform system analysis and programming activities which require research
Construct, improve and maintain the automated deployment pipelines using Jenkins Server
Creation, configuration, and modification of Continuous Delivery (CD), Continuous Integration (CI) and Source Code Management (SCM) tasks
Develop and maintain systems to support releases
Reviews logs to support security processes; ensures the infrastructure and build pipeline is running optimally and automated and scheduled operations are successful
Supports and works with agile teams to mature automated processes, such as assisting and executing build management, continuous integration, environment deployments, release management and continuous monitoring
Qualifications
Must have a minimum of 4+ years of technical experience in software development with the following: .NET 4.0+, C#, MS SQL Server 2008/2016, JavaScript, PowerShell, Jenkins Server, GIT
Hands-on development experience with .NET
Proven experience in .NET, C# and Microsoft server-side technologies
Experience with MS SQL Server 2008 & 2016
Capable of designing and consuming REST APIs
Experience with Jenkins Server automation/configuration management solutions
Strong experience with CI/CD pipelines using Git and Jenkins
Familiarity with agile development processes
Working knowledge of GIT
Working knowledge of JIRA
Excellent written and verbal communication skills
Bachelor’s Degree in Computer Science, Information Systems or equivalent experience

Full benefit package including medical, dental, life, company paid short/long term disability, 401(k), educational assistance and more.

Find us on Facebook at facebook.com/Fortegra",2.5,"Fortegra Financial
","Jacksonville, FL","Jacksonville, FL",201 to 500 employees,1978,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD),0,115,129,122.0, FL, FL,1,42,0,1,0,1,others,na,3134,Fortegra Financial
Staff Engineer,$115K-$129K (Glassdoor est.),"SCS Engineers is an employee-owned environmental consulting and contracting firm that designs and implements sustainable environmental solutions. We just celebrated our 50th anniversary as a company on April 1, 2020! Our core capabilities are: solid and hazardous waste management, landfill gas, environmental due-diligence and assessment, brownfields redevelopment , site remediation, renewable energy, and regulatory compliance for businesses and municipalities responsible for protecting our air, water, and soil. Our employees take pride in their work, and together, we have the singular vision to be the environmental firm of choice for clients and our employee owners. If you thrive in a friendly, collaborative company and desire dynamic and challenging work among a team of innovative individuals, then SCS is the place for you. Are you up for the challenge?

Job Summary

SCS Engineers (SCS) is seeking an independent, forward-thinking engineer to assist with the workload of diverse, challenging solid waste projects in Reston, VA. Initially the qualified individual will be expected to provide engineering support to our existing solid waste practice consisting of landfill and landfill gas design, construction, operation, and monitoring, for private and municipal clients. This position includes opportunities for landfill permitting and design (all phases, including construction plans, specifications and construction documents), engineering analysis, feasibility studies, report writing, as well as construction oversight. As new work develops, the individual will be required to manage and maintain contact with clients, and manage the schedule and work product, consistent within SCSs quality control standards.

Essential Duties and Responsibilities
Work may include both office and field activities, such as field meetings with the client and/or other SCS supervising engineering staff
Oversight of construction activities, collection of samples, etc., as well as office activities including engineering analysis
Preparing plans and specifications, reports, permit applications, and proposals as needed
Occasional travel may be required
Qualifications
Bachelors of Science Degree or higher in Civil, Environmental, or Geotechnical Engineering required
Internship/university studies experience in Solid Waste, Civil, Environmental, or Geotechnical preferred
0-5 years of experience in Solid Waste or Civil or Environmental
Engineer-in-Training (EIT) preferred
Strong communication skills, oral and written (technical)
Experience with using AutoCAD Civil 3D design software preferred
MS Office software knowledge required
Valid driver's license with a driving record in good standing required
At SCS, you will have an opportunity to contribute to our strategic direction, help us continue to grow, and provide our clients with responsive, innovative, high quality client service. We offer excellent opportunities for career advancement and a competitive compensation package, including: medical, dental, vision, 401K, ESOP, Student Debt Employer Contribution Program, paid holidays and PTO.

SCS Engineers is an Equal Opportunity Employer (EOE). SCS provides equal employment opportunities to all qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran or disabled status.

If you have questions, difficulty using our online system and/or you need an accommodation due to a disability then please contact us about your interest in employment at recruiting@scsengineers.com.",4.2,"SCS Engineers
","Reston, VA","Long Beach, CA",501 to 1000 employees,1970,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),2,115,129,122.0, VA, CA,0,50,0,0,0,0,others,na,3574,SCS Engineers
